Report Date/Time: 01/12/2016 01:50 PM,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,,Page Number 1
,,,,,"2016 January Voter Registration - January 1, 2016",,,,,,
,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,,
,,,,,ACTIVE,,,,,,
,,Precincts,Date/Period,Americans ,,Democratic,Green,Libertarian,Republican,Other,TOTAL
,,,Yavapai,10,"8,426",,66,247,"12,143","14,080","34,962"
,,,TOTALS,78,"29,820",,269,"1,013","42,149","41,166","114,417"
,,Legislative District 7,,,,,,,,,
,,,Apache,45,"26,780",,34,143,"7,659","13,203","47,819"
,,,Coconino,26,"10,795",,24,199,"4,195","7,055","22,268"
,,,Gila,3,"2,099",,0,12,205,"1,130","3,446"
,,,Graham,2,"1,452",,0,3,198,735,"2,388"
,,,Mohave,2,277,,0,2,120,358,757
,,,Navajo,9,"20,359",,36,283,"10,391","13,509","44,578"
,,,Pinal,0,0,,0,0,0,0,0
,,,TOTALS,87,"61,762",,94,642,"22,768","35,990","121,256"
,,Legislative District 8,,,,,,,,,
,,,Gila,18,"4,067",,7,40,"2,215","2,505","8,834"
,,,Pinal,51,"22,971",,72,478,"21,738","29,952","75,211"
,,,TOTALS,69,"27,038",,79,518,"23,953","32,457","84,045"
,,Legislative District 9,,,,,,,,,
,,,Pima,57,"40,073",,406,918,"34,945","36,170","112,512"
,,,TOTALS,57,"40,073",,406,918,"34,945","36,170","112,512"
,,Legislative District 10,,,,,,,,,
,,,Pima,49,"39,336",,374,883,"35,783","36,267","112,643"
,,,TOTALS,49,"39,336",,374,883,"35,783","36,267","112,643"
,,Legislative District 11,,,,,,,,,
,,,Pima,34,"18,555",,99,472,"29,707","23,561","72,394"
,,,Pinal,27,"11,691",,36,370,"16,037","19,977","48,111"
,,,TOTALS,61,"30,246",,135,842,"45,744","43,538","120,505"
,,Legislative District 12,,,,,,,,,
,,,Maricopa,34,"23,377",,99,"1,095","58,840","44,558","127,969"
,,,Pinal,1,231,,0,9,551,529,"1,320"
,,,TOTALS,35,"23,608",,99,"1,104","59,391","45,087","129,289"
Report Date/Time: 01/12/2016 01:50 PM,,,,,,STATE OF ARIZONA REGISTRATION REPORT,,,,,Page Number 4
,,,,,,"2016 January Voter Registration - January 1, 2016",,,,,
,,,,,,Compiled and Issued by the Arizona Secretary of State,,,,,
,,,,,,ACTIVE,,,,,
,Legislative,,,Precincts,Democratic,,Green,Libertarian,Republican,Other,TOTAL
,,Legislative District 13,,,,,,,,,
,,,Maricopa,29,"15,190",,59,524,"27,689","27,097","70,559"
,,,Yavapai,0,0,,0,0,0,0,0
,,,Yuma,21,"7,600",,11,223,"13,008","13,340","34,182"
,,,TOTALS,50,"22,790",,70,747,"40,697","40,437","104,741"
,,Legislative District 14,,,,,,,,,
,,,Cochise,49,"18,944",,106,421,"26,198","25,594","71,263"
,,,Graham,20,"4,135",,7,57,"7,260","3,910","15,369"
,,,Greenlee,8,"2,067",,0,24,"1,169","1,311","4,571"
,,,Pima,17,"5,927",,39,220,"11,205","9,196","26,587"
,,,TOTALS,94,"31,073",,152,722,"45,832","40,011","117,790"
,,Legislative District 15,,,,,,,,,
,,,Maricopa,42,"27,086",,118,"1,103","53,126","46,760","128,193"
,,,TOTALS,42,"27,086",,118,"1,103","53,126","46,760","128,193"
,,Legislative District 16,,,,,,,,,
,,,Maricopa,19,"14,986",,71,559,"28,659","29,405","73,680"
,,,Pinal,21,"8,427",,39,286,"15,454","18,412","42,618"
,,,TOTALS,40,"23,413",,110,845,"44,113","47,817","116,298"
,,Legislative District 17,,,,,,,,,
,,,Maricopa,39,"28,711",,95,983,"45,521","45,850","121,160"
,,,TOTALS,39,"28,711",,95,983,"45,521","45,850","121,160"
,,Legislative District 18,,,,,,,,,
,,,Maricopa,42,"35,614",,189,"1,166","45,738","45,430","128,137"
,,,TOTALS,42,"35,614",,189,"1,166","45,738","45,430","128,137"
,,Legislative District 19,,,,,,,,,
,,,Maricopa,28,"28,679",,47,701,"13,059","34,533","77,019"
,,,TOTALS,28,"28,679",,47,701,"13,059","34,533","77,019"
,,Legislative District 20,,,,,,,,,
,,,Maricopa,47,"29,719",,159,"1,078","40,276","42,718","113,950"
,,,TOTALS,47,"29,719",,159,"1,078","40,276","42,718","113,950"
,,Legislative District 21,,,,,,,,,
,,,Maricopa,42,"30,624",,89,796,"42,497","45,012","119,018"
,,,TOTALS,42,"30,624",,89,796,"42,497","45,012","119,018"
,,Legislative District 22,,,,,,,,,
,,,Maricopa,48,"27,973",,74,816,"60,621","49,165","138,649"
,,,TOTALS,48,"27,973",,74,816,"60,621","49,165","138,649"
,,Legislative District 23,,,,,,,,,
,,,Maricopa,57,"29,743",,110,"1,022","66,131","55,160","152,166"
,,,TOTALS,57,"29,743",,110,"1,022","66,131","55,160","152,166"
,,Legislative District 24,,,,,,,,,
,,,Maricopa,40,"33,498",,233,"1,051","20,379","35,820","90,981"
,,,TOTALS,40,"33,498",,233,"1,051","20,379","35,820","90,981"
,,Legislative District 25,,,,,,,,,
,,,Maricopa,37,"25,132",,136,"1,091","55,966","44,419","126,744"
,,,TOTALS,37,"25,132",,136,"1,091","55,966","44,419","126,744"
,,Legislative District 26,,,,,,,,,
,,,Maricopa,34,"25,319",,215,"1,008","19,470","35,106","81,118"
,,,TOTALS,34,"25,319",,215,"1,008","19,470","35,106","81,118"
,,Legislative District 27,,,,,,,,,
,,,Maricopa,35,"35,163",,89,614,"10,482","33,138","79,486"
